ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10127,39,38.19,12,1489.41,2018-06-03,2389,Shipped,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,4317.12,1165.83,Marketing
10141,21,42.43,6,891.03,2018-08-01,2331,Shipped,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,2881.93,1469.46,Utilities
10151,30,40.31,4,1209.3,2018-09-21,2281,Shipped,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,878.15,970.78,Salaries
10165,27,31.82,13,859.14,2018-10-22,2251,Shipped,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2392.18,250.97,Utilities
10175,37,31.12,2,1151.44,2018-11-06,2237,Shipped,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,4296.99,1600.23,Utilities
10184,42,31.82,7,1336.44,2018-11-14,2230,Shipped,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,2977.13,1804.45,Raw Materials
10195,32,28.29,7,905.28,2018-11-25,2220,Shipped,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,2000.7,1631.03,Marketing
10207,42,29.7,8,1247.4,2018-12-09,2207,Shipped,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,2495.23,525.22,Marketing
10219,21,40.31,3,846.51,2019-02-10,2145,Shipped,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small,3840.62,1324.58,Logistics
10229,33,32.88,2,1085.04,2019-03-11,2117,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3546.73,390.83,Salaries
10246,49,36.07,6,1767.43,2019-05-05,2063,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2761.07,2184.85,Logistics
10259,31,33.24,5,1030.44,2019-06-15,2023,Shipped,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2633.18,956.97,Marketing
10271,38,41.72,6,1585.36,2019-07-20,1989,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2608.24,2127.7,Salaries
10281,20,40.66,2,813.2,2019-08-19,1960,Shipped,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,2077.59,1972.93,Raw Materials
10292,39,30.06,9,1172.34,2019-09-08,1941,Shipped,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,4615.38,1049.7,Marketing
10305,48,31.47,6,1510.56,2019-10-13,1907,Shipped,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,2677.68,933.61,Marketing
10314,39,37.13,15,1448.07,2019-10-22,1899,Shipped,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,4217.16,1675.19,Logistics
10324,30,111.27,9,3338.1,2019-11-05,1886,Shipped,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,4521.32,1077.84,Logistics
10335,33,37.13,2,1225.29,2019-11-19,1873,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3998.31,1551.24,Marketing
10349,36,37.13,3,1336.68,2019-12-01,1862,Shipped,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2568.38,1258.59,Logistics
10358,36,82.94,4,2985.84,2019-12-10,1854,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3403.73,609.42,Raw Materials
10371,45,123.24,8,5545.8,2020-01-23,1811,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2975.8,384.77,Marketing
10383,40,152.24,3,6089.6,2020-02-22,1782,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2096.3,1613.34,Salaries
10394,46,38.9,6,1789.4,2020-03-15,1761,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3324.36,1219.22,Logistics
10412,30,36.07,6,1082.1,2020-05-03,1713,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1820.96,1223.46,Raw Materials
10425,31,33.24,5,1030.44,2020-05-31,1686,In Process,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,4187.68,1847.93,Salaries
10106,49,74.68,13,3659.32,2018-02-17,2521,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2535.38,2086.72,Marketing
10119,41,59.6,4,2443.6,2018-04-28,2452,Shipped,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,3201.16,1363.73,Salaries
10131,35,67.14,5,2349.9,2018-06-16,2404,Shipped,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small,3283.29,1329.7,Salaries
10143,27,60.97,8,1646.19,2018-08-10,2350,Shipped,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,2741.1,1750.07,Marketing
10155,23,72.62,6,1670.26,2018-10-06,2294,Shipped,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,3586.69,821.53,Marketing
10167,21,69.88,2,1467.48,2018-10-23,2278,Cancelled,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2525.1,1611.58,Salaries
10178,34,80.84,5,2748.56,2018-11-08,2263,Shipped,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,3871.3,1775.94,Marketing
10186,22,69.2,2,1522.4,2018-11-14,2258,Shipped,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,1654.02,1840.12,Raw Materials
10198,48,67.82,5,3255.36,2018-11-27,2246,Shipped,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium,3126.38,531.62,Logistics
10222,32,81.53,5,2608.96,2019-02-19,2163,Shipped,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small,4938.93,1119.32,Salaries
10249,20,67.82,1,1356.4,2019-05-08,2086,Shipped,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,1999.67,1060.87,Raw Materials
10262,24,67.14,10,1611.36,2019-06-24,2040,Cancelled,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2322.26,1549.94,Marketing
10274,40,65.08,2,2603.2,2019-07-21,2014,Shipped,Planes,68,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,3513.91,1740.37,Marketing
10284,30,73.99,12,2219.7,2019-08-21,1984,Shipped,Planes,68,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,3179.58,2248.36,Marketing
10296,21,71.25,8,1496.25,2019-09-15,1960,Shipped,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,3350.63,1252.52,Logistics
10307,25,75.36,2,1884.0,2019-10-14,1932,Shipped,Planes,68,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,3489.19,1251.21,Salaries
10316,34,63.71,10,2166.14,2019-11-01,1915,Shipped,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,3634.72,2074.84,Salaries
10328,48,58.92,1,2828.16,2019-11-12,1905,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,4109.7,1648.29,Raw Materials
10339,55,112.99,12,6214.45,2019-11-23,1895,Shipped,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,3409.82,2133.83,Raw Materials
10351,25,74.68,5,1867.0,2019-12-03,1886,Shipped,Planes,68,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,2758.74,1644.36,Utilities
10373,38,70.44,7,2676.72,2020-01-31,1828,Shipped,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,3672.57,921.44,Raw Materials
10386,39,55.96,1,2182.44,2020-03-01,1799,Resolved,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,4899.88,833.44,Marketing
10398,28,57.55,3,1611.4,2020-03-30,1771,Shipped,Planes,68,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,2867.37,724.24,Raw Materials
10400,24,61.66,2,1479.84,2020-04-01,1770,Shipped,Planes,68,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,2025.47,1831.03,Raw Materials
10415,21,67.82,1,1424.22,2020-05-09,1733,Disputed,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,4107.08,2094.3,Salaries
10110,46,129.18,10,5942.28,2018-03-18,2517,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2879.62,2424.68,Logistics
10124,25,93.95,9,2348.75,2018-05-21,2454,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,827.33,1921.55,Salaries
10148,34,129.18,3,4392.12,2018-09-11,2342,Shipped,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,3847.42,2081.42,Salaries
10161,25,110.39,2,2759.75,2018-10-17,2307,Shipped,Classic Cars,117,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,2464.67,1209.99,Utilities
10173,23,118.61,16,2728.03,2018-11-05,2289,Shipped,Classic Cars,117,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,2909.47,921.79,Logistics
10182,20,119.79,13,2395.8,2018-11-12,2283,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3331.98,1925.04,Logistics
10192,23,132.71,1,3052.33,2018-11-20,2276,Shipped,Classic Cars,117,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,3190.5,1708.84,Marketing
10204,42,101.0,7,4242.0,2018-12-02,2265,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3709.45,1553.72,Marketing
10213,27,103.35,3,2790.45,2019-01-22,2215,Shipped,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,2564.51,1693.69,Raw Materials
10227,33,131.53,13,4340.49,2019-03-02,2177,Shipped,Classic Cars,117,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3513.11,1661.59,Salaries
10241,28,98.65,5,2762.2,2019-04-13,2136,Shipped,Classic Cars,117,S24_2887,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,2740.45,2141.91,Marketing
10267,43,108.04,2,4645.72,2019-07-07,2052,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3738.81,2147.49,Salaries
10279,48,116.27,2,5580.96,2019-08-09,2020,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3615.37,1772.11,Raw Materials
10288,48,136.23,8,6539.04,2019-09-01,1998,Shipped,Classic Cars,117,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2064.56,1922.9,Utilities
10302,45,123.31,4,5548.95,2018-10-06,2329,Shipped,Classic Cars,117,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,4085.98,1757.03,Logistics
10311,43,106.87,3,4595.41,2019-10-16,1955,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2464.04,1269.42,Raw Materials
10332,44,42.26,11,1859.44,2019-11-17,1924,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,3808.06,1878.28,Utilities
10346,24,87.24,5,2093.76,2019-11-29,1913,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,3367.29,802.75,Salaries
10368,31,136.23,5,4223.13,2020-01-19,1863,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,4838.18,2026.95,Marketing
10380,44,36.29,7,1596.76,2020-02-16,1836,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2776.53,902.74,Marketing
10407,59,98.65,5,5820.35,2020-04-22,1771,On Hold,Classic Cars,117,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,2650.68,1642.9,Utilities
10420,55,96.3,8,5296.5,2020-05-29,1735,In Process,Classic Cars,117,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,2980.58,1077.42,Marketing
10109,29,32.1,6,930.9,2018-03-10,2547,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,2696.82,1776.69,Logistics
10122,39,30.96,4,1207.44,2018-05-08,2489,Shipped,Classic Cars,37,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,3799.94,1483.04,Salaries
10135,20,35.87,1,717.4,2018-07-02,2435,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,1383.69,702.62,Salaries
10147,25,42.67,1,1066.75,2018-09-05,2371,Shipped,Classic Cars,37,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,1946.32,1710.35,Marketing
10171,36,35.49,4,1277.64,2018-11-05,2311,Shipped,Classic Cars,37,S24_2972,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,1932.2,1211.04,Utilities
10181,37,42.67,8,1578.79,2018-11-12,2305,Shipped,Classic Cars,37,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,3950.31,1940.57,Salaries
10192,30,30.59,13,917.7,2018-11-20,2298,Shipped,Classic Cars,37,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,4710.61,1500.66,Salaries
10203,21,37.0,2,777.0,2018-12-02,2287,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2895.55,1697.71,Utilities
10212,34,43.42,12,1476.28,2019-01-16,2243,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2831.18,1021.22,Logistics
10225,42,36.63,3,1538.46,2019-02-22,2207,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,3070.05,1205.33,Raw Materials
10239,20,44.56,2,891.2,2019-04-12,2159,Shipped,Classic Cars,37,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,4161.88,1270.68,Utilities
10253,40,42.67,7,1706.8,2019-06-01,2110,Cancelled,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,2072.65,1928.35,Logistics
10266,34,40.4,8,1373.6,2019-07-06,2076,Shipped,Classic Cars,37,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,3238.37,2338.69,Raw Materials
10278,31,38.89,8,1205.59,2019-08-06,2046,Shipped,Classic Cars,37,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,3975.2,1097.41,Marketing
10287,36,39.65,6,1427.4,2019-08-30,2023,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,3501.09,2038.42,Salaries
10301,48,34.36,10,1649.28,2018-10-05,2353,Shipped,Classic Cars,37,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,3189.58,415.16,Raw Materials
10310,33,41.91,4,1383.03,2019-10-16,1978,Shipped,Classic Cars,37,S24_2972,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,4001.05,902.91,Raw Materials
10321,37,33.23,12,1229.51,2019-11-04,1960,Shipped,Classic Cars,37,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,500.0,1020.61,Raw Materials
10331,27,42.24,13,1140.48,2019-11-17,1948,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,3677.88,823.75,Salaries
10342,39,40.4,9,1575.6,2019-11-24,1942,Shipped,Classic Cars,37,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2345.92,708.21,Salaries
10355,36,38.52,4,1386.72,2019-12-07,1930,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1169.37,1706.5,Marketing
10367,36,139.4,2,5018.4,2020-01-12,1895,Resolved,Classic Cars,37,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,3511.2,1392.97,Salaries
10378,41,142.85,7,5856.85,2020-02-10,1867,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,4373.66,1689.7,Utilities
10390,37,132.29,5,4894.73,2020-03-04,1845,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2862.55,1845.24,Raw Materials
10405,47,44.56,2,2094.32,2020-04-14,1805,Shipped,Classic Cars,37,S24_2972,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,3952.87,1632.81,Logistics
10419,15,42.67,7,640.05,2020-05-17,1773,Shipped,Classic Cars,37,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,4612.28,1828.88,Salaries
10105,44,72.58,4,3193.52,2018-02-11,2600,Shipped,Vintage Cars,88,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,4314.91,1465.23,Marketing
10119,35,87.62,13,3066.7,2018-04-28,2525,Shipped,Vintage Cars,88,S24_3151,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,4639.96,906.5,Marketing
10129,41,94.71,4,3883.11,2018-06-12,2481,Shipped,Vintage Cars,88,S24_3151,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,3742.13,2028.91,Utilities
10142,49,98.25,1,4814.25,2018-08-08,2425,Shipped,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,3075.43,1205.44,Salaries
10154,31,91.17,2,2826.27,2018-10-02,2371,Shipped,Vintage Cars,88,S24_3151,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,92561,USA,Young,Leslie,Small,1398.03,1032.2,Raw Materials
10167,20,79.66,11,1593.2,2018-10-23,2351,Cancelled,Vintage Cars,88,S24_3151,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2753.94,1411.04,Utilities
10177,45,72.58,2,3266.1,2018-11-07,2337,Shipped,Vintage Cars,88,S24_3151,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium,2156.75,1043.59,Logistics
10185,33,74.35,2,2453.55,2018-11-14,2331,Shipped,Vintage Cars,88,S24_3151,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,5170.94,1291.28,Salaries
10197,47,83.2,8,3910.4,2018-11-26,2320,Shipped,Vintage Cars,88,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2824.11,1672.03,Logistics
10208,20,89.4,2,1788.0,2019-01-02,2284,Shipped,Vintage Cars,88,S24_3151,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,3123.2,1674.17,Utilities
10222,47,70.81,14,3328.07,2019-02-19,2237,Shipped,Vintage Cars,88,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,3551.49,1051.08,Marketing
10233,40,94.71,2,3788.4,2019-03-29,2200,Shipped,Vintage Cars,88,S24_3151,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium,3043.6,1256.15,Salaries
10248,30,101.79,5,3053.7,2019-05-07,2162,Cancelled,Vintage Cars,88,S24_3151,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,4695.05,2037.17,Utilities
10261,22,91.17,3,2005.74,2019-06-17,2122,Shipped,Vintage Cars,88,S24_3151,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,2377.35,1748.2,Logistics
10273,27,103.56,6,2796.12,2019-07-21,2089,Shipped,Vintage Cars,88,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,3194.61,2537.53,Logistics
10283,34,92.94,8,3159.96,2019-08-20,2060,Shipped,Vintage Cars,88,S24_3151,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,2257.53,2090.06,Salaries
10295,46,84.97,3,3908.62,2019-09-10,2040,Shipped,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,1679.98,2072.15,Raw Materials
